Nombre de bits,Nombre de bits à 1,Rang dans la sous famille,Position du bit,Valeur
10, 7, 88, 1, 1
12, 4, 24, 11, 1
6, 3, 12, 4, 1
2, 1, 2, 1, 1
10, 4, 121, 6, 0
10, 5, 171, 7, 1
4, 3, 2, 1, 1
6, 2, 2, 5, 0
4, 2, 6, 1, 1
15, 12, 328, 2, 1
4, 1, 2, 3, 1
3, 3, 1, 1, 1
1, 0, 1, 1, 0
7, 3, 30, 6, 0
11, 8, 14, 3, 0
1, 0, 1, 1, 0
7, 4, 22, 6, 1
16, 13, 90, 6, 1
15, 4, 517, 15, 1
4, 4, 1, 3, 1
5, 1, 4, 3, 0
3, 2, 2, 2, 0
16, 5, 3754, 7, 0
9, 3, 68, 3, 0
8, 3, 54, 5, 1
11, 6, 50, 3, 1
7, 4, 33, 1, 1
7, 5, 18, 6, 1
11, 5, 282, 4, 0
16, 9, 5510, 15, 1
12, 2, 49, 6, 0
4, 2, 5, 4, 0
14, 5, 1590, 9, 0
12, 12, 1, 11, 1
8, 8, 1, 3, 1
7, 6, 6, 4, 1
1, 1, 1, 1, 1
12, 6, 750, 12, 1
4, 2, 5, 3, 1
7, 5, 3, 5, 1
16, 5, 3992, 14, 0
13, 5, 1066, 4, 0
3, 0, 1, 1, 0
5, 2, 6, 2, 1
15, 7, 4061, 6, 1
15, 0, 1, 12, 0
3, 2, 2, 3, 1
3, 1, 2, 2, 1
4, 2, 1, 2, 0
5, 3, 4, 2, 1
3, 2, 3, 2, 1
4, 4, 1, 4, 1
4, 3, 4, 4, 0
8, 1, 4, 8, 0
13, 8, 40, 11, 0
15, 14, 9, 7, 1
14, 13, 10, 2, 1
1, 0, 1, 1, 0
6, 4, 3, 4, 0
6, 6, 1, 6, 1
16, 6, 4385, 12, 0
1, 0, 1, 1, 0
9, 8, 2, 7, 1
9, 8, 3, 6, 1
15, 7, 344, 10, 0
8, 4, 50, 1, 1
13, 0, 1, 3, 0
10, 3, 62, 8, 1
3, 0, 1, 3, 0
3, 2, 2, 1, 1
3, 2, 1, 1, 0
13, 7, 1143, 13, 0
5, 3, 7, 5, 0
3, 0, 1, 2, 0
15, 3, 387, 5, 0
11, 7, 160, 11, 1
4, 0, 1, 2, 0
12, 10, 40, 9, 1
7, 0, 1, 4, 0
9, 8, 1, 5, 1
5, 1, 5, 3, 0
4, 2, 1, 3, 1
10, 1, 5, 5, 0
14, 6, 311, 5, 0
2, 2, 1, 1, 1
15, 8, 6169, 7, 0
3, 1, 3, 1, 1
4, 2, 2, 2, 1
3, 0, 1, 2, 0
8, 5, 21, 7, 0
15, 2, 63, 14, 0
16, 14, 75, 3, 1
16, 10, 6114, 10, 1
7, 1, 3, 2, 0
3, 3, 1, 2, 1
11, 5, 83, 11, 1
1, 0, 1, 1, 0
9, 3, 54, 6, 1
6, 1, 3, 6, 0
13, 9, 250, 9, 1
5, 0, 1, 5, 0
13, 0, 1, 3, 0
7, 7, 1, 4, 1
12, 0, 1, 6, 0
11, 3, 65, 7, 1
14, 6, 2609, 14, 1
9, 6, 67, 1, 1
14, 1, 5, 13, 0
12, 10, 58, 12, 1
7, 1, 4, 4, 1
16, 4, 626, 12, 0
11, 2, 27, 8, 0
8, 6, 16, 8, 1
15, 8, 4103, 12, 0
9, 2, 1, 4, 0
4, 2, 6, 1, 1
10, 0, 1, 4, 0
4, 4, 1, 1, 1
11, 8, 32, 3, 1
9, 9, 1, 3, 1
2, 0, 1, 2, 0
10, 10, 1, 7, 1
10, 9, 7, 4, 1
2, 2, 1, 1, 1
1, 0, 1, 1, 0
2, 1, 1, 2, 1
15, 2, 38, 4, 0
3, 0, 1, 2, 0
11, 1, 10, 4, 0
13, 4, 126, 11, 0
6, 4, 10, 5, 1
9, 3, 26, 4, 0
9, 5, 60, 3, 0
15, 10, 1969, 7, 1
10, 6, 91, 3, 0
9, 4, 94, 2, 0
3, 1, 3, 3, 0
4, 0, 1, 3, 0
6, 0, 1, 1, 0
16, 6, 4893, 5, 0
2, 0, 1, 1, 0
1, 1, 1, 1, 1
14, 9, 1008, 5, 0
12, 11, 8, 11, 1
6, 2, 10, 4, 0
15, 9, 1230, 4, 0
8, 3, 40, 8, 0
8, 4, 56, 6, 0
1, 1, 1, 1, 1
10, 2, 40, 4, 0
4, 0, 1, 1, 0
10, 10, 1, 5, 1
2, 0, 1, 1, 0
8, 0, 1, 8, 0
13, 1, 12, 13, 0
16, 11, 797, 12, 1
16, 5, 709, 6, 1
7, 7, 1, 7, 1
13, 0, 1, 8, 0
7, 7, 1, 3, 1
16, 4, 876, 7, 1
5, 0, 1, 1, 0
9, 2, 16, 8, 0
16, 3, 354, 4, 1
6, 6, 1, 5, 1
10, 8, 39, 10, 0
16, 10, 7069, 1, 1
13, 3, 83, 13, 0
1, 1, 1, 1, 1
6, 3, 7, 5, 1
12, 0, 1, 1, 0
15, 11, 1364, 7, 1
12, 0, 1, 1, 0
1, 0, 1, 1, 0
1, 1, 1, 1, 1
14, 7, 2976, 14, 1
3, 1, 3, 2, 0
8, 0, 1, 1, 0
1, 0, 1, 1, 0
13, 8, 900, 13, 1
11, 5, 234, 4, 1
4, 1, 1, 2, 0
12, 1, 8, 6, 0
6, 0, 1, 5, 0
10, 9, 8, 8, 0
16, 6, 6420, 4, 0
5, 1, 4, 2, 1
10, 2, 17, 7, 0
15, 6, 4116, 10, 1
14, 9, 1856, 14, 0
14, 1, 7, 14, 0
6, 6, 1, 3, 1
5, 2, 7, 2, 0
1, 0, 1, 1, 0
6, 4, 8, 1, 1
9, 8, 4, 8, 1
5, 2, 2, 5, 1
1, 0, 1, 1, 0
2, 0, 1, 1, 0
3, 2, 3, 2, 1
7, 4, 4, 5, 1
16, 4, 1115, 2, 1
11, 2, 19, 3, 0
8, 1, 1, 1, 0
15, 15, 1, 2, 1
9, 5, 109, 7, 0
1, 1, 1, 1, 1
5, 4, 4, 5, 1
4, 2, 3, 1, 0
8, 0, 1, 5, 0
5, 0, 1, 2, 0
13, 4, 159, 10, 0
15, 11, 627, 3, 1
7, 4, 24, 2, 0
12, 11, 5, 8, 1
8, 8, 1, 1, 1
12, 4, 257, 2, 1
13, 4, 554, 12, 1
11, 10, 3, 3, 0
1, 0, 1, 1, 0
4, 1, 3, 4, 0
4, 1, 2, 1, 0
5, 3, 1, 3, 1
15, 2, 68, 4, 0
1, 0, 1, 1, 0
8, 3, 8, 8, 1
1, 1, 1, 1, 1
11, 4, 106, 6, 0
13, 12, 10, 1, 1
8, 4, 58, 1, 1
8, 4, 41, 2, 0
12, 9, 15, 9, 1
11, 8, 83, 6, 0
7, 7, 1, 2, 1
8, 0, 1, 3, 0
16, 10, 3134, 12, 1
16, 16, 1, 4, 1
13, 0, 1, 11, 0
5, 4, 4, 5, 1
6, 3, 10, 1, 0
2, 2, 1, 2, 1
4, 4, 1, 4, 1
14, 11, 37, 10, 1
7, 0, 1, 1, 0
12, 7, 422, 3, 1
1, 0, 1, 1, 0
16, 7, 10118, 4, 0
3, 2, 2, 1, 1
6, 5, 4, 4, 0
10, 5, 175, 5, 1
5, 0, 1, 5, 0
11, 6, 394, 2, 1
12, 0, 1, 4, 0
3, 2, 2, 1, 1
10, 8, 6, 7, 0
13, 11, 43, 7, 1
10, 1, 2, 1, 0
7, 6, 7, 6, 1
11, 4, 89, 3, 1
11, 3, 86, 10, 0
8, 2, 10, 2, 0
10, 3, 70, 9, 0
15, 2, 63, 11, 0
4, 0, 1, 3, 0
9, 1, 4, 7, 0
4, 4, 1, 3, 1
13, 1, 7, 4, 0
6, 2, 2, 3, 0
12, 8, 2, 3, 0
1, 0, 1, 1, 0
14, 10, 339, 7, 1
12, 7, 423, 1, 1
14, 1, 2, 7, 0
7, 2, 4, 6, 0
4, 3, 4, 4, 0
6, 1, 5, 3, 0
15, 0, 1, 13, 0
9, 8, 9, 8, 1
9, 4, 116, 7, 0
15, 4, 377, 13, 0
4, 0, 1, 1, 0
2, 0, 1, 1, 0
5, 5, 1, 1, 1
7, 4, 22, 4, 0
1, 0, 1, 1, 0
10, 3, 23, 10, 0
4, 1, 2, 4, 0
4, 2, 4, 2, 0
4, 2, 1, 3, 1
16, 1, 14, 5, 0
3, 1, 1, 1, 0
12, 1, 6, 1, 0
13, 12, 8, 8, 0
3, 0, 1, 3, 0
11, 6, 121, 4, 1
7, 0, 1, 4, 0
3, 2, 2, 3, 1
3, 1, 3, 2, 0
12, 0, 1, 10, 0
11, 0, 1, 7, 0
6, 6, 1, 3, 1
3, 2, 2, 2, 0
12, 10, 56, 1, 1
14, 3, 247, 11, 0
13, 9, 333, 5, 1
11, 10, 3, 7, 1
9, 1, 6, 6, 0
7, 7, 1, 3, 1
16, 10, 6020, 10, 0
4, 3, 1, 1, 0
11, 10, 1, 10, 1
16, 12, 975, 7, 1
12, 2, 37, 4, 0
1, 1, 1, 1, 1
11, 6, 451, 5, 0
4, 2, 4, 4, 1
14, 2, 85, 5, 0
2, 0, 1, 1, 0
14, 9, 1565, 1, 1
1, 1, 1, 1, 1
8, 1, 5, 6, 0
8, 2, 2, 8, 1
16, 2, 53, 8, 0
7, 6, 3, 5, 1
5, 2, 1, 3, 0
16, 3, 548, 5, 0
2, 2, 1, 1, 1
2, 0, 1, 2, 0
14, 12, 21, 11, 1
2, 2, 1, 2, 1
2, 2, 1, 2, 1
10, 0, 1, 10, 0
15, 9, 2028, 9, 0
6, 0, 1, 1, 0
16, 1, 3, 11, 0
6, 3, 5, 2, 1
4, 3, 1, 2, 1
8, 1, 7, 3, 0
5, 2, 6, 5, 0
7, 1, 1, 3, 0
7, 5, 12, 5, 1
14, 8, 1457, 1, 1
6, 5, 1, 5, 1
14, 11, 31, 7, 1
8, 5, 37, 7, 1
5, 2, 3, 2, 0
11, 3, 151, 4, 0
1, 1, 1, 1, 1
10, 10, 1, 5, 1
6, 4, 10, 5, 1
2, 0, 1, 2, 0
3, 3, 1, 3, 1
1, 1, 1, 1, 1
8, 3, 33, 8, 0
4, 3, 1, 3, 1
3, 2, 1, 2, 1
5, 0, 1, 4, 0
1, 0, 1, 1, 0
9, 4, 76, 6, 0
10, 8, 20, 8, 1
3, 3, 1, 3, 1
7, 0, 1, 7, 0
2, 1, 2, 1, 1
10, 6, 1, 9, 1
7, 1, 2, 3, 0
6, 1, 6, 3, 0
5, 2, 1, 3, 0
2, 2, 1, 1, 1
6, 5, 4, 1, 1
2, 2, 1, 1, 1
5, 0, 1, 2, 0
11, 7, 156, 2, 0
1, 1, 1, 1, 1
1, 1, 1, 1, 1
1, 0, 1, 1, 0
14, 4, 962, 13, 0
8, 3, 37, 6, 1
4, 4, 1, 1, 1
8, 4, 36, 3, 0
14, 14, 1, 9, 1
4, 0, 1, 1, 0
14, 12, 43, 6, 1
16, 7, 584, 13, 1
13, 8, 65, 5, 1
7, 2, 4, 5, 0
10, 8, 30, 1, 1
13, 11, 11, 2, 1
15, 2, 5, 10, 0
5, 4, 4, 4, 0
11, 6, 281, 1, 1
7, 1, 3, 2, 0
11, 3, 63, 1, 0
11, 8, 6, 1, 0
11, 6, 257, 3, 0
14, 3, 336, 8, 0
13, 2, 21, 7, 1
9, 0, 1, 5, 0
14, 9, 1456, 10, 1
5, 0, 1, 5, 0
15, 7, 2049, 11, 0
2, 1, 2, 2, 0
12, 3, 118, 11, 0
3, 3, 1, 1, 1
7, 7, 1, 7, 1
5, 0, 1, 5, 0
9, 5, 25, 3, 0
5, 3, 7, 4, 1
13, 3, 94, 12, 0
14, 8, 2009, 3, 1
16, 6, 6273, 8, 0
14, 5, 1964, 4, 0
15, 13, 42, 15, 1
15, 1, 8, 7, 0
3, 1, 1, 1, 0
11, 2, 14, 1, 0
7, 0, 1, 2, 0
1, 1, 1, 1, 1
13, 13, 1, 6, 1
2, 1, 1, 1, 0
15, 2, 5, 13, 0
6, 3, 4, 6, 0
1, 1, 1, 1, 1
1, 0, 1, 1, 0
2, 0, 1, 2, 0
4, 2, 6, 2, 1
2, 2, 1, 1, 1
14, 13, 8, 11, 1
15, 9, 1371, 1, 0
1, 0, 1, 1, 0
13, 9, 656, 13, 1
16, 3, 558, 10, 0
6, 0, 1, 6, 0
9, 1, 2, 2, 0
13, 4, 34, 6, 0
2, 0, 1, 1, 0
1, 1, 1, 1, 1
16, 11, 3322, 13, 0
13, 5, 703, 8, 1
16, 4, 1214, 9, 0
4, 3, 1, 4, 1
10, 8, 14, 10, 1
3, 1, 1, 3, 1
6, 1, 1, 5, 0
8, 6, 16, 5, 1
5, 1, 1, 4, 0
4, 1, 4, 3, 0
13, 5, 282, 4, 0
3, 3, 1, 1, 1
2, 0, 1, 2, 0
3, 1, 1, 3, 1
6, 2, 8, 4, 0
9, 5, 2, 9, 1
9, 7, 8, 7, 1
15, 6, 1457, 4, 1
2, 1, 1, 1, 0
14, 10, 852, 5, 0
3, 2, 3, 1, 1
12, 1, 2, 7, 0
11, 11, 1, 11, 1
1, 0, 1, 1, 0
6, 5, 1, 2, 1
5, 3, 3, 3, 1
13, 5, 238, 12, 0
8, 3, 16, 6, 1
5, 1, 1, 5, 1
12, 6, 111, 10, 1
2, 1, 1, 1, 0
6, 0, 1, 1, 0
12, 9, 144, 3, 1
11, 10, 6, 4, 1
8, 4, 10, 1, 0
2, 0, 1, 1, 0
16, 10, 4090, 2, 0
4, 3, 1, 1, 0
15, 3, 341, 2, 1
15, 14, 1, 13, 1
4, 4, 1, 1, 1
7, 7, 1, 4, 1
11, 3, 79, 3, 1
11, 6, 377, 2, 1
12, 1, 2, 8, 0
9, 1, 6, 9, 0
10, 4, 105, 1, 0
12, 6, 178, 10, 1
16, 7, 5075, 3, 0
8, 3, 50, 8, 0
6, 2, 6, 2, 0
15, 11, 123, 12, 1
1, 1, 1, 1, 1
15, 1, 11, 7, 0
14, 2, 11, 6, 0
5, 3, 1, 1, 0
6, 5, 2, 2, 0
7, 7, 1, 4, 1
4, 4, 1, 4, 1
6, 2, 6, 3, 1
1, 0, 1, 1, 0
7, 4, 2, 1, 0
2, 2, 1, 1, 1
13, 13, 1, 4, 1
12, 10, 66, 12, 0
3, 1, 1, 2, 0
11, 1, 11, 4, 0
6, 2, 12, 6, 0
13, 10, 214, 9, 1
3, 0, 1, 1, 0
7, 3, 9, 7, 0
5, 3, 10, 2, 1
10, 3, 9, 5, 0
3, 3, 1, 1, 1
10, 7, 45, 7, 1
7, 6, 2, 6, 1
3, 0, 1, 1, 0
3, 3, 1, 2, 1
2, 0, 1, 2, 0
3, 1, 2, 1, 0
16, 16, 1, 1, 1
15, 4, 155, 2, 0
6, 1, 3, 5, 0
1, 0, 1, 1, 0
13, 1, 5, 12, 0
15, 6, 3566, 10, 1
8, 8, 1, 1, 1
13, 12, 2, 1, 1
2, 1, 2, 2, 0
13, 10, 165, 8, 1
14, 9, 248, 14, 1
1, 0, 1, 1, 0
7, 6, 3, 6, 1
11, 9, 28, 4, 0
14, 4, 2, 2, 0
16, 15, 13, 9, 1
7, 1, 7, 6, 0
11, 2, 50, 9, 0
11, 10, 7, 2, 1
14, 5, 282, 2, 0
2, 1, 2, 1, 1
6, 4, 3, 4, 0
4, 4, 1, 1, 1
2, 2, 1, 2, 1
2, 1, 2, 1, 1
12, 11, 6, 10, 1
14, 4, 765, 11, 0
14, 9, 1822, 8, 1
1, 1, 1, 1, 1
7, 0, 1, 2, 0
1, 0, 1, 1, 0
12, 4, 426, 3, 1
11, 0, 1, 8, 0
5, 3, 1, 3, 1
5, 3, 10, 2, 1
5, 0, 1, 2, 0
5, 5, 1, 2, 1
8, 8, 1, 1, 1
3, 0, 1, 3, 0
10, 3, 65, 2, 1
7, 7, 1, 3, 1
14, 13, 11, 13, 1
6, 4, 10, 2, 1
9, 4, 110, 1, 1
15, 11, 528, 5, 0
5, 0, 1, 5, 0
16, 6, 2430, 14, 0
5, 0, 1, 1, 0
8, 3, 38, 2, 0
2, 0, 1, 2, 0
16, 13, 64, 3, 1
12, 12, 1, 10, 1
13, 1, 6, 2, 0
6, 4, 3, 5, 1
15, 3, 151, 8, 0
15, 2, 98, 15, 0
11, 11, 1, 2, 1
13, 6, 1534, 3, 0
7, 5, 6, 2, 1
3, 2, 3, 2, 1
14, 14, 1, 2, 1
6, 6, 1, 6, 1
9, 2, 29, 7, 0
16, 12, 1065, 4, 1
8, 2, 11, 8, 1
6, 2, 10, 5, 0
12, 12, 1, 2, 1
12, 4, 314, 2, 1
9, 0, 1, 7, 0
1, 0, 1, 1, 0
13, 12, 3, 12, 1
16, 2, 106, 7, 0
2, 1, 2, 1, 1
15, 12, 276, 12, 1
1, 0, 1, 1, 0
3, 3, 1, 2, 1
11, 0, 1, 4, 0
11, 0, 1, 4, 0
3, 3, 1, 1, 1
15, 11, 1363, 7, 1
15, 2, 24, 3, 0
2, 2, 1, 2, 1
15, 3, 100, 8, 0
7, 3, 11, 1, 0
4, 0, 1, 4, 0
15, 4, 1168, 5, 0
8, 8, 1, 5, 1
12, 2, 12, 1, 0
12, 8, 72, 3, 0
14, 0, 1, 6, 0
9, 1, 5, 2, 0
12, 2, 46, 7, 0
6, 0, 1, 1, 0
15, 2, 92, 6, 0
10, 3, 53, 10, 0
4, 3, 1, 1, 0
14, 6, 2250, 5, 0
6, 6, 1, 1, 1
13, 8, 1059, 1, 1
6, 0, 1, 1, 0
15, 1, 11, 12, 0
14, 10, 668, 12, 0
12, 10, 63, 3, 1
10, 3, 59, 3, 0
12, 2, 53, 9, 0
6, 1, 3, 3, 0
5, 5, 1, 5, 1
6, 2, 5, 1, 0
13, 0, 1, 12, 0
13, 3, 272, 9, 0
9, 4, 50, 4, 1
5, 0, 1, 2, 0
1, 1, 1, 1, 1
7, 5, 10, 6, 0
12, 4, 102, 8, 0
16, 11, 118, 11, 0
10, 8, 45, 2, 1
8, 6, 17, 1, 1
2, 2, 1, 2, 1
1, 1, 1, 1, 1
5, 4, 2, 3, 1
6, 2, 12, 1, 1
10, 7, 79, 10, 0
1, 1, 1, 1, 1
4, 2, 1, 4, 1
10, 9, 4, 2, 1
12, 8, 14, 1, 0
12, 10, 48, 5, 1
16, 13, 163, 2, 0
4, 0, 1, 3, 0
14, 0, 1, 2, 0
6, 5, 1, 2, 1
6, 5, 3, 4, 1
5, 4, 5, 5, 0
13, 4, 518, 1, 1
1, 1, 1, 1, 1
14, 3, 173, 7, 0
8, 7, 4, 5, 1
3, 1, 3, 3, 0
13, 10, 102, 10, 1
14, 1, 10, 3, 0
1, 0, 1, 1, 0
14, 2, 75, 11, 0
4, 2, 3, 2, 1
13, 7, 1463, 1, 1
8, 2, 10, 4, 1
11, 1, 4, 7, 0
14, 4, 143, 12, 0
2, 2, 1, 2, 1
3, 2, 3, 1, 1
3, 0, 1, 2, 0
10, 5, 110, 3, 1
3, 1, 3, 3, 0
8, 8, 1, 3, 1
2, 1, 1, 2, 1
1, 1, 1, 1, 1
1, 1, 1, 1, 1
15, 10, 2672, 4, 1
2, 2, 1, 1, 1
15, 14, 14, 3, 1
4, 4, 1, 1, 1
16, 5, 4212, 8, 0
3, 1, 1, 1, 0
12, 2, 2, 10, 1
8, 7, 3, 5, 1
12, 9, 171, 1, 1
5, 1, 2, 5, 0
5, 3, 8, 1, 1
2, 0, 1, 1, 0
16, 12, 1757, 8, 1
2, 0, 1, 2, 0
5, 1, 2, 5, 0
6, 5, 2, 4, 1
3, 2, 3, 1, 1
9, 2, 1, 1, 0
6, 4, 7, 3, 1
6, 1, 2, 4, 0
11, 7, 262, 9, 1
13, 6, 1315, 1, 1
16, 15, 13, 13, 0
5, 3, 4, 5, 0
12, 6, 129, 11, 1
16, 8, 8226, 8, 1
7, 2, 4, 3, 0
3, 3, 1, 1, 1
1, 0, 1, 1, 0
1, 1, 1, 1, 1
7, 0, 1, 1, 0
3, 2, 3, 3, 0
8, 8, 1, 3, 1
9, 9, 1, 8, 1
13, 2, 52, 13, 0
14, 6, 2527, 5, 0
4, 2, 5, 3, 1
15, 9, 2837, 5, 0
8, 7, 8, 2, 1
9, 4, 45, 3, 0
12, 1, 12, 1, 1
7, 2, 14, 1, 0
14, 9, 1541, 9, 1
3, 2, 3, 3, 0
15, 4, 175, 3, 0
10, 8, 38, 8, 1
3, 3, 1, 2, 1
6, 0, 1, 6, 0
7, 0, 1, 4, 0
4, 0, 1, 3, 0
9, 2, 34, 8, 0
10, 9, 2, 10, 1
8, 3, 32, 7, 1
2, 1, 2, 2, 0
16, 8, 159, 5, 0
8, 4, 44, 7, 1
3, 2, 1, 1, 0
16, 10, 7839, 11, 0
15, 3, 78, 3, 0
9, 4, 68, 5, 0
9, 1, 9, 4, 0
12, 6, 477, 4, 0
5, 3, 5, 2, 0
15, 11, 1281, 13, 1
9, 4, 77, 8, 1
8, 1, 4, 6, 0
8, 2, 2, 2, 0
1, 0, 1, 1, 0
1, 0, 1, 1, 0
5, 3, 10, 3, 1
1, 1, 1, 1, 1
4, 2, 1, 4, 1
10, 8, 8, 6, 1
10, 3, 56, 6, 0
14, 6, 1446, 9, 0
13, 8, 115, 8, 1
5, 1, 2, 4, 1
4, 3, 3, 3, 0
7, 5, 20, 6, 1
9, 8, 2, 6, 1
6, 4, 10, 5, 1
14, 6, 2152, 9, 0
1, 1, 1, 1, 1
14, 7, 508, 11, 1
5, 2, 2, 1, 0
12, 11, 12, 12, 0
1, 0, 1, 1, 0
10, 3, 24, 2, 0
12, 5, 519, 12, 1
6, 1, 5, 6, 0
9, 4, 93, 6, 0
14, 11, 254, 14, 1
13, 7, 1245, 9, 0
2, 2, 1, 1, 1
13, 1, 8, 2, 0
10, 9, 7, 2, 1
14, 12, 19, 13, 1
8, 4, 22, 7, 1
7, 5, 17, 7, 1
13, 13, 1, 5, 1
6, 3, 3, 6, 1
9, 6, 4, 3, 1
15, 3, 44, 8, 1
3, 2, 2, 2, 0
5, 2, 9, 1, 1
15, 7, 566, 11, 1
12, 1, 8, 8, 0
7, 4, 7, 1, 0
3, 3, 1, 1, 1
3, 0, 1, 2, 0
13, 3, 224, 10, 1
1, 0, 1, 1, 0
3, 2, 1, 1, 0
11, 5, 359, 5, 0
1, 0, 1, 1, 0
15, 5, 2177, 9, 0
8, 2, 1, 2, 0
4, 2, 3, 2, 1
1, 1, 1, 1, 1
12, 2, 38, 8, 0
4, 2, 6, 1, 1
11, 10, 8, 3, 1
6, 0, 1, 3, 0
15, 10, 1555, 12, 1
2, 1, 1, 1, 0
12, 4, 186, 9, 1
15, 8, 5122, 1, 1
7, 7, 1, 1, 1
12, 2, 64, 5, 0
8, 8, 1, 3, 1
11, 5, 349, 2, 0
13, 0, 1, 5, 0
7, 6, 3, 2, 1
12, 2, 28, 5, 1
6, 2, 3, 6, 0
11, 0, 1, 11, 0
4, 0, 1, 4, 0
2, 0, 1, 2, 0
10, 7, 17, 8, 1
5, 0, 1, 3, 0
8, 5, 5, 5, 1
1, 1, 1, 1, 1
16, 2, 76, 8, 0
14, 7, 1231, 10, 0
12, 12, 1, 10, 1
1, 1, 1, 1, 1
3, 2, 2, 1, 1
11, 7, 292, 4, 0
15, 1, 14, 13, 0
10, 9, 2, 10, 1
11, 6, 228, 5, 1
11, 5, 234, 9, 1
5, 5, 1, 1, 1
5, 1, 1, 1, 0
10, 9, 2, 3, 1
16, 8, 9670, 10, 0
1, 0, 1, 1, 0
14, 9, 1668, 4, 0
16, 3, 494, 8, 0
14, 7, 2169, 14, 0
5, 3, 5, 1, 1
4, 0, 1, 3, 0
7, 2, 10, 4, 1
2, 0, 1, 1, 0
10, 0, 1, 10, 0
7, 2, 7, 5, 0
5, 5, 1, 4, 1
14, 3, 353, 9, 0
12, 2, 34, 2, 0
12, 5, 267, 10, 1
16, 16, 1, 7, 1
16, 10, 3294, 9, 1
14, 11, 86, 9, 1
14, 4, 106, 14, 1
1, 1, 1, 1, 1
4, 4, 1, 1, 1
9, 3, 19, 3, 0
2, 1, 2, 1, 1
14, 4, 570, 4, 0
7, 7, 1, 2, 1
1, 0, 1, 1, 0
8, 1, 6, 2, 0
10, 1, 4, 2, 0
1, 0, 1, 1, 0
12, 7, 546, 4, 0
11, 9, 45, 9, 1
14, 2, 25, 3, 0
10, 10, 1, 9, 1
14, 0, 1, 10, 0
15, 4, 1122, 15, 1
11, 1, 8, 2, 0
11, 8, 132, 8, 0
4, 1, 3, 1, 0
14, 8, 616, 9, 1
5, 2, 8, 4, 1
13, 12, 11, 10, 1
13, 0, 1, 1, 0
11, 4, 45, 7, 1
16, 13, 301, 15, 1
15, 15, 1, 3, 1
5, 3, 2, 5, 1
7, 7, 1, 5, 1
8, 2, 2, 7, 0
16, 7, 2116, 5, 0
3, 3, 1, 3, 1
14, 1, 12, 13, 0
6, 2, 10, 2, 1
5, 4, 4, 2, 1
9, 6, 24, 6, 0
8, 3, 53, 5, 0
2, 2, 1, 2, 1
5, 4, 3, 5, 1
16, 16, 1, 9, 1
2, 2, 1, 1, 1
1, 0, 1, 1, 0
15, 12, 399, 15, 0
11, 2, 12, 1, 0
9, 0, 1, 2, 0
4, 4, 1, 1, 1
9, 7, 33, 6, 0
15, 6, 2330, 9, 1
6, 1, 6, 3, 0
16, 5, 3805, 4, 0
10, 5, 153, 2, 0
15, 2, 75, 9, 0
2, 2, 1, 1, 1
3, 1, 3, 1, 1
7, 6, 4, 6, 1
5, 2, 4, 5, 1
10, 1, 5, 1, 0
8, 8, 1, 4, 1
13, 7, 1627, 13, 1
3, 2, 2, 1, 1
5, 0, 1, 2, 0
14, 1, 8, 14, 0
2, 2, 1, 2, 1
8, 8, 1, 7, 1
7, 2, 1, 7, 1
14, 10, 467, 5, 1
1, 1, 1, 1, 1
9, 4, 54, 2, 1
16, 7, 7073, 11, 1
5, 5, 1, 4, 1
15, 1, 5, 3, 0
1, 0, 1, 1, 0
9, 1, 3, 5, 0
14, 5, 1516, 4, 1
4, 1, 2, 1, 0
13, 5, 785, 9, 0
16, 1, 11, 11, 0
15, 14, 12, 2, 1
15, 9, 1774, 10, 0
8, 4, 2, 2, 0
5, 5, 1, 3, 1
9, 4, 13, 8, 0
11, 9, 5, 10, 1
12, 5, 663, 1, 1
15, 5, 883, 11, 0
10, 6, 175, 1, 1
12, 1, 4, 5, 0
3, 0, 1, 3, 0
3, 1, 2, 1, 0
8, 1, 5, 4, 1
8, 4, 37, 6, 0
14, 1, 5, 7, 0
4, 2, 4, 1, 1
12, 9, 55, 5, 1
10, 1, 6, 1, 0
8, 7, 3, 7, 1
3, 1, 1, 2, 0
1, 0, 1, 1, 0
8, 3, 26, 2, 1
6, 5, 4, 2, 1
16, 7, 4640, 3, 0
10, 7, 91, 9, 1
15, 4, 1143, 9, 0
11, 7, 43, 3, 0
9, 9, 1, 1, 1
2, 2, 1, 1, 1
9, 2, 18, 7, 1
12, 1, 9, 11, 0
12, 4, 480, 10, 0
13, 6, 334, 5, 1
6, 3, 9, 1, 0
3, 3, 1, 2, 1
4, 2, 3, 4, 0
3, 0, 1, 2, 0
6, 2, 12, 2, 0
2, 1, 2, 2, 0
2, 1, 1, 1, 0
10, 9, 9, 1, 1
10, 4, 82, 3, 0
11, 2, 3, 1, 0
13, 7, 949, 6, 0
1, 1, 1, 1, 1
4, 3, 1, 2, 1
3, 3, 1, 2, 1
15, 7, 2520, 13, 0
5, 5, 1, 4, 1
13, 9, 67, 8, 0
8, 7, 1, 2, 1
14, 7, 2982, 6, 1
9, 3, 55, 6, 0
7, 7, 1, 4, 1
8, 3, 18, 2, 0
4, 0, 1, 1, 0
1, 0, 1, 1, 0
9, 9, 1, 4, 1
14, 4, 492, 10, 0
15, 12, 49, 13, 1
16, 3, 97, 3, 0
4, 3, 3, 3, 0
7, 7, 1, 4, 1
7, 7, 1, 6, 1
14, 8, 2836, 7, 1
4, 2, 1, 1, 0
11, 9, 31, 6, 1
1, 0, 1, 1, 0
